Word,Score
.,1140.3369910768354
’,886.3679147486685
",",857.4450476574846
country,173.38385338923436
saturday,173.38385338923436
funding,173.38385338923436
unrwa,173.38385338923436
pound,173.38385338923436
destruction,173.38385338923436
us,173.38385338923436
hour,173.38385338923436
outside,173.38385338923436
must,173.38385338923436
journalist,173.38385338923436
public,173.38385338923436
court,173.38385338923436
justice,173.38385338923436
medium,173.38385338923436
four,173.38385338923436
launch,173.38385338923436
use,173.38385338923436
younis,173.38385338923436
group,173.38385338923436
ground,173.38385338923436
hundred,173.38385338923436
columbia,173.38385338923436
houthis,173.38385338923436
southern,173.38385338923436
found,173.38385338923436
includes,173.38385338923436
building,173.38385338923436
occupied,173.38385338923436
without,173.38385338923436
campus,173.38385338923436
hunger,173.38385338923436
students,173.38385338923436
accuses,173.38385338923436
abuse,173.38385338923436
consulate,173.38385338923436
tuesday,173.38385338923436
secure,173.38385338923436
refugee,173.38385338923436
humanitarian,173.38385338923436
accused,173.38385338923436
return,173.38385338923436
would,173.38385338923436
continuing,173.38385338923436
thousand,173.38385338923436
support,173.38385338923436
issue,173.38385338923436
south,173.38385338923436
announced,173.38385338923436
consequence,173.38385338923436
authority,173.38385338923436
assault,173.38385338923436
student,173.38385338923436
human,173.38385338923436
wounded,173.38385338923436
including,173.38385338923436
urge,173.38385338923436
used,173.38385338923436
jerusalem,173.38385338923436
continues,173.38385338923436
supply,173.38385338923436
guterres,173.38385338923436
uk,173.38385338923436
question,173.38385338923436
unit,173.38385338923436
torture,173.38385338923436
much,173.38385338923436
university,173.38385338923436
muslim,173.38385338923436
update,173.38385338923436
put,173.38385338923436
mosque,173.38385338923436
ruling,173.38385338923436
community,173.38385338923436
truce,173.38385338923436
unsc,173.38385338923436
australia,173.38385338923436
continue,173.38385338923436
house,173.38385338923436
around,173.38385338923436
sought,173.38385338923436
young,173.38385338923436
ucla,173.38385338923436
netanyahu,173.38385338923436
annual,173.38385338923436
full,173.38385338923436
using,173.38385338923436
united,173.38385338923436
council,173.38385338923436
sunday,173.38385338923436
security,173.38385338923436
un,173.38385338923436
u,173.38385338923436
resolution,173.38385338923436
could,173.38385338923436
push,173.38385338923436
prosecutor,173.38385338923436
continued,173.38385338923436
pressure,173.38385338923436
launched,173.38385338923436
european,173.38385338923436
request,173.38385338923436
injured,173.38385338923436
situation,173.38385338923436
measure,173.38385338923436
number,173.38385338923436
casualty,173.38385338923436
:,164.03873712468996
?,157.94581389470954
“,152.08463516515266
”,151.10367602227328
‘,149.7944707842266
–,140.1229939422398
(,115.35250224266693
),115.35250224266693
7,64.66132713758178
1948,60.62774344625955
$,47.02587298601231
2024,33.55711438757797
15,30.54948380394125
24,22.449206048915105
pro-palestine,16.2629017554087
al-aqsa,16.2629017554087
al-shifa,16.2629017554087
israel-palestine,16.2629017554087
anti-gaza,16.2629017554087
pro-palestinian,16.2629017554087
al-fitr,16.2629017554087
anti-war,16.2629017554087
30,11.938900065007678
law,0.0
move,0.0
office,0.0
spain,0.0
ordered,0.0
access,0.0
meeting,0.0
follow,0.0
despite,0.0
decision,0.0
enclave,0.0
family,0.0
mark,0.0
top,0.0
visit,0.0
soldier,0.0
others,0.0
aid,0.0
risk,0.0
ireland,0.0
doctor,0.0
