Word,Score
"1,200",904.5895099688323
"35,000",899.313100455265
",",838.9907938305437
’,649.8980508196096
u.c.l.a,253.45149119054807
”,194.6550888176009
“,194.56882102311212
‘,192.6391704849863
jerusalem,169.93339355471758
?,164.14230178544977
eventually,157.56173886261772
colleague,154.02548844594085
2022,152.17674996302105
cease-fire,148.1883826647485
—,145.3066779560509
refugee,144.43742378201875
effectively,142.86956465169726
:,136.43611078406744
intelligence,136.16840440439188
ultra-orthodox,133.444201011328
six-week,132.39423791279023
future,130.1104429839327
scheduled,128.6619652048079
representative,128.1348631907602
fuller,126.80078523004369
justice,125.24830100699654
subject,125.24830100699654
judge,124.37247153886264
emmanuel,123.79058038170295
unlikely,121.35415481808369
june,120.37691618389161
injured,120.37691618389161
bureau,120.27969653708989
surrounded,120.27969653708989
multiple,119.94767344055232
believe,118.3366869349068
delivered,118.3366869349068
believed,118.3366869349068
7,116.94651883392234
powerful,114.01291531085954
journalist,113.55637458538962
journalism,113.55637458538962
sexual,112.71198755518323
newsletter,111.53595964978038
level,111.51614533640475
previously,110.98289614914319
celebrate,110.80488116325891
2024,110.7989420760468
expected,109.52446459259261
repeatedly,108.9111309975054
employee,108.9111309975054
value,108.00526149179177
college,107.97989491972788
challenge,107.97989491972788
reject,107.3912169654476
rescue,107.29399731864588
rescued,107.29399731864588
denounced,107.29399731864588
announcement,107.29399731864588
secure,107.29399731864588
especially,106.96197422210827
rebuke,106.80672853042374
u.n,106.43444184456911
u.s,106.43444184456911
release,105.93349634015398
released,105.93349634015398
lebanese,105.93349634015398
settlement,105.93349634015398
attheheadlines,105.93349634015398
failure,105.43281734388172
european,105.40024715289236
suspended,105.40024715289236
pressure,105.40024715289236
europe,105.40024715289236
expressed,104.65307976948768
pro-palestinian,104.43246962633762
conference,104.13904454704463
israel-hamaswar,104.07966362126119
struggle,103.59318160698096
republican,103.4510903774953
reviewed,102.5711823583712
required,102.42261249554095
measure,102.42261249554095
request,102.42261249554095
returned,102.42261249554095
ensure,102.42261249554095
recovered,101.84010387184973
received,101.84010387184973
evidence,101.84010387184973
pro-israel,101.4548349689862
2020,101.45116664201406
unclear,100.47345572014389
currently,100.47345572014389
launched,100.47345572014389
include,100.47345572014389
includes,100.47345572014389
included,100.47345572014389
fully,98.61227574537966
full,98.61227574537966
israel-hamas,98.47720031163479
hamas-led,98.47720031163479
suffering,97.89115125953354
advertisement,96.9687190487448
severe,96.9687190487448
publicly,96.63054877899324
particularly,96.63054877899324
acknowledged,96.5985063780751
tunnel,95.60207089703896
trouble,95.60207089703896
resolution,95.60207089703896
rubble,95.60207089703896
unless,95.60207089703896
outlined,95.60207089703896
rule,95.60207089703896
result,95.60207089703896
suddenly,95.60207089703896
violence,95.01956227334769
vehicle,95.01956227334769
enclave,95.01956227334769
weekend,94.55210779850118
defended,94.39627490083478
defense,94.39627490083478
commencement,94.30829810020185
delivering,94.14373280521379
actually,93.65291412164183
emergency,93.43246863206794
survival,92.21994260188056
difficult,91.94643912916543
deliver,90.14817745024278
delivery,90.14817745024278
leave,90.14817745024278
several,90.14817745024278
alternative,90.14817745024278
previous,89.61492826298121
orsubscribefor,88.93623428082468
focused,88.93623428082468
agreement,88.56108380896299
endangered,88.56108380896299
offensive,88.44170245776634
